条码,商品全名,规格,型号,商品陈列,装箱数量,总仓补货,和谐补货
4902508105040,贝亲训练牙刷1段/绿色,1/把,10504,8,4 ,4 ,2 
6952703700432,贝亲便携式两用奶粉盒/樱花粉,1/个,CA08,4,1 ,1 ,0 
6952124201266,贝亲10周年纪念彩绘奶瓶/欢庆花火蓝色▲,1/套,PL151,,2 ,2 ,1 
4008600660149,NUK超厚特柔婴儿湿纸巾三联包★,240片/包,40.272.702,4,36 ,36 ,33 
4008600327936,NUK通气仿真乳胶奶嘴/中圆孔/0-6月,2只/卡,40.701.708,5,12 ,12 ,1 
4008600660538,NUK宽口通气仿真乳胶奶嘴/中圆孔/6-18月,2只/卡,30.902.325,5,4 ,4 ,3 
4008600328414,NUK印花硅胶安抚奶嘴王2号6-18月,1/个,40.735.707,5,2 ,2 ,2 
4008600660514,NUK新宽口乳胶通气仿真奶嘴王+圆孔/0-6月,2个/卡,40.701.712,5,0 ,0 ,1 
6947527406523,小白熊家用暖奶器,1/台,HL-0652,3,6 ,6 ,1 
6942436400099,小白熊奶粉搅拌器,1/个,HL-0609,10,4 ,4 ,2 
6947527406158,小白熊智能暖奶器,1/台,HL-0615,4,0 ,0 ,1 
6951406906882,小白熊婴童理发器,1/个,HL-0688,4,2 ,2 ,6 
6951406992281,小白熊奶嘴电子体温计,1/个,09228,5,6 ,6 ,3 
6951406990584,小白熊易握学习碗/含吸盘,1/个,09058,5,4 ,4 ,1 
6951406990638,小白熊研磨分隔碗勺组,1/套,09063,5,2 ,2 ,5 
6951406908091,小白熊暖奶消毒器,1/个,HL-0809,4,2 ,2 ,7 
6951406990539,小白熊研磨喂食勺,1/个,09053,4,5 ,5 ,3 
6951406991871,小白熊四层便携奶粉盒,1/个,09187,4,11 ,11 ,17 
072239003305,布朗博士标准奶瓶专用奶嘴流量3,3个/卡,330,5,11 ,11 ,6 
792850006454,小蜜蜂乳油木果欧蕾保湿润肤乳,340g/支,,5,0 ,0 ,1 
792850164994,小蜜蜂石榴保湿滋润护唇膏TUBE,4.25g/支,,5,4 ,4 ,1 
6943447100527,蔓葆单面婴儿爬行垫/森林乐园▲,1/个,100527,3,4 ,4 ,2 
6943447100114,蔓葆婴儿游泳脖圈通用（圆形）/M,1/个,100114,10,8 ,8 ,4 
4897027984996,bobo安全晶透学饮杯,180ml/个,BB305C,6,0 ,0 ,8 
4897027983180,bobo电子体温计,1/个,BQ238,,0 ,0 ,1 
4897027989199,bobo食物研磨器,1/盒,BT420,4,4 ,4 ,2 
4897027980875,bobo乐儿宝进口玻璃奶瓶250ml/中流量,250ml/个,BP525,8,0 ,0 ,1 
4897027982459,bobo宝宝爱吃饭易握大碗,300ml/个,BD111A,,0 ,0 ,1 
8008577007943,OKBABY巴迪洗澡躺椅/蓝色,1/个,OK3794-84,5,9 ,9 ,1 
2500000357176,OKBABY遮水头圈/浴帽/粉色,1/个,OK3829-36,6,7 ,7 ,3 
2500000357169,OKBABY遮水头圈/浴帽/黄色,1/个,OK3829-52,6,5 ,5 ,3 
2500000424915,OKBABY透明桃红色欧达巴新/澡盆,1/个,OK3823-99,,0 ,0 ,1 
6921517210109,康贝婴儿柔纱大沐浴巾/蓝色贝贝熊▲,1/条,101001,6,0 ,0 ,1 
4972990203951,康贝婴儿洗浴水勺,1/个,20395,10,17 ,17 ,1 
6921517210048,康贝婴儿柔纱手帕/蓝色贝贝熊★▲,5条/包,100401,10,15 ,15 ,2 
2500000188787,康贝婴儿柔纱手帕/粉色贝贝熊▲,5条/包,100402,10,20 ,20 ,8 
6921517263044,康贝婴幼儿宽口喝水训练杯3段/8月以上/新,1/个,6304,6,2 ,2 ,2 
6921517263099,康贝婴幼儿训练杯吸管4段/9月以上/新,1/个,6309,6,4 ,4 ,6 
4895030310153,康贝面条切刀调羹/杏仁红,1/把,31015,5,3 ,3 ,3 
4972990141895,康贝婴幼儿牙刷/第三阶段,2把/包,114189,5,6 ,6 ,3 
4972990141888,康贝婴幼儿牙刷/第二阶段,1/把,114188,,4 ,4 ,4 
4895030310177,康贝辅助训练筷/香橙红,1/双,31017,3,2 ,2 ,1 
6921517281192,康贝婴儿柔湿纸巾PIPI专用三联包★,3包/提,8119,25,63 ,63 ,40 
6921517290118,康贝婴儿凡士林,45g/瓶,9011,8,2 ,2 ,2 
6921517290842,康贝婴儿柑橘洗衣液补充装,600ml/袋,9084,4,11 ,11 ,9 
6921517290569,康贝婴儿柑橘斑点去污剂,200ml/瓶,9056,5,7 ,7 ,1 
6921517290491,康贝婴儿柑橘洗衣精,1200ml/瓶,9049,4,6 ,6 ,3 
6921517281451,康贝幼儿专用立体口罩,5个/袋,8145,6,1 ,1 ,0 
4895030310238,康贝围兜/甜橙红/英文版,1/个,31023,5,4 ,4 ,2 
6921517290521,康贝婴儿柑橘柔衣精补充装,1000ml/袋,9052,5,4 ,4 ,2 
6921517291054,康贝婴儿草本修润膏/洋甘菊修复皲裂,15g/盒,9105,,2 ,2 ,4 
6921517290873,康贝婴儿特润滋养唇蜜/玫瑰花香,8ml/支,9087,,2 ,2 ,2 
6948480020214,易简陶刀头静音理发器,1/个,HK288T,6,1 ,1 ,6 
6948480020177,易简智能灵动陶瓷刀头理发器,1/个,HK65,6,1 ,1 ,2 
071463044054,福喜儿叉和匙套装盒9月以上,1/套,4405,10,6 ,6 ,1 
4895129662217,贝儿欣宝宝剪刀/白色,1/把,BS4133,10,7 ,7 ,2 
4895129671851,贝儿欣标准口径恩美奶嘴升级版中流量/4-9月,1/个,BS4388,5,3 ,3 ,1 
6935659600094,马博士腋下婴儿游泳圈S,1/个,600094,3,0 ,0 ,1 
6943809100493,康庄非接触型额温枪,1/个,NT3,3,6 ,6 ,2 
6934523160467,康庄降温贴50mm*110mm,4片/盒,,10,11 ,11 ,2 
6944646703267,亲亲我营养咬咬乐6月以上,1/个,908912,6,13 ,13 ,3 
6944646703274,亲亲我营养咬咬乐套装4月以上,1/个,908913,6,2 ,2 ,1 
6944646700419,亲亲我和弦手摇铃0-18月,1/个,9268,6,3 ,3 ,0 
6938862680167,枇芙科生肌玉合膏,30g/支,,10,18 ,18 ,38 
6939611200056,美丽健婴儿牙擦S号/3岁以上,1/支,,8,10 ,10 ,1 
8710103439325,新安怡十一安士单个装PES奶瓶,330ml/个,SCF666/17,5,1 ,1 ,2 
8710103541813,新安怡安抚奶嘴/6-18月,1/个,SCF184/14,6,5 ,5 ,1 
5012909005845,新安怡7安士无把魔术杯,200ml/个,SCF60011,4,5 ,5 ,1 
5012909007900,新安怡可调速奶嘴/3月上,2个/盒,SCF63527,5,1 ,1 ,1 
6947265403945,新安怡标口PP奶瓶8安士6月以上,240ml/个,SCF971/03,5,1 ,1 ,2 
8710103443506,新安怡婴儿保湿润肤乳液,200ml/瓶,SCF50320,4,6 ,6 ,2 
6947265405352,新安怡四安士标准口径流线型玻璃奶瓶/0M+,120ml/个,SCF995/01,4,6 ,6 ,1 
6955903788774,小不点碗/粉色,1/个,X-BOW-5,5,3 ,3 ,0 
6940971200266,小熊煮蛋器,1/个,ZDQ-205,6,2 ,2 ,1 
9316254131515,咪咪婴儿天然生机护肤油,120ml/瓶,13151,10,6 ,6 ,1 
9316254131560,咪咪婴儿天然生机润肤面霜,60g/瓶,13156,10,6 ,6 ,4 
9316254121189,咪咪天然抗过敏婴儿防晒霜SPF15,60g/支,12118,10,5 ,5 ,3 
9316254121301,咪咪天然抗过敏婴儿护臀霜,100g/支,12130,10,5 ,5 ,3 
9316254120052,咪咪天然婴儿甘菊保湿露,150ml/瓶,12005,10,1 ,1 ,1 
9316254120069,咪咪天然婴儿护肤油,120ml/瓶,12006,10,1 ,1 ,2 
9316254120137,咪咪天然婴儿滋润爽肤液,125g/支,12013,10,4 ,4 ,1 
9316254120267,咪咪天然婴儿滋润洗发露,200ml/瓶,12026,10,4 ,4 ,1 
9316254110183,咪咪婴儿防晒霜SPF15,55g/支,11018,10,11 ,11 ,1 
6907376500025,强生婴儿倍柔护肤柔湿纸巾,80片/盒,,15,21 ,21 ,0 
6907376501541,强生婴儿舒眠爽身粉,140g/盒,,8,5 ,5 ,10 
6907376500711,强生婴儿牛奶润肤霜,60g/瓶,,8,1 ,1 ,1 
6907376500308,强生婴儿牛奶润肤皂,125g/个,,10,7 ,7 ,11 
6907376207122,强生婴儿护臀霜,45g/支,,10,12 ,12 ,4 
6956977200438,婴姿坊婴童防冻特润护肤霜,60g/支,B60-07,6,0 ,0 ,2 
6956977200544,婴姿坊婴幼儿啫喱牙膏/苹果味,30g/支,BF30-04,10,3 ,3 ,1 
6956977200414,婴姿坊幼儿营养面霜/1-3岁,60g/支,B60-05,6,1 ,1 ,7 
6956977200551,婴姿坊婴幼儿啫喱牙膏/草莓味,30g/支,BF30-05,10,8 ,8 ,2 
6956977200278,婴姿坊婴童防晒露0-16岁,30g/支,B30-01,6,9 ,9 ,3 
6941038905032,婴姿坊婴儿植物尿湿粉,50g/盒,BS01-50,8,8 ,8 ,8 
6956977200650,婴姿坊婴幼儿多效植物热痱粉,100g/盒,BS01-100,8,10 ,10 ,1 
6956977200087,婴姿坊婴幼儿防疹护肤膏,10g/支,B10-02,8,4 ,4 ,1 
8801092514879,B&B纤维洗涤剂/香草补充装,1.3kg/袋,BY04-07,5,14 ,14 ,14 
8801092513025,B&B婴儿口腔清洁剂/凝胶型/草莓香,40g/支,BY08-07,5,1 ,1 ,2 
4103040113870,施巴5.5婴儿泡泡沐浴露,200ml/瓶,,10,11 ,11 ,2 
4103040180704,施巴婴儿洁肤浴露,400ml/瓶,,10,7 ,7 ,3 
4103040180964,施巴5.5幼儿润肤乳,100ml/瓶,,10,10 ,10 ,3 
4103040112392,施巴5.5清爽润肤露/妈妈用品,200ml/瓶,,10,5 ,5 ,1 
4103040335012,施巴5.5儿童洗发露,250ml/瓶,,10,11 ,11 ,2 
6920001188146,郁美净鲜奶沐浴液,500g/瓶,,6,7 ,7 ,2 
6920905985681,贝肤安湿疹膏,25g/支,,15,26 ,26 ,7 
6945285402764,爱护婴儿抗菌洗衣液,1.2kg/瓶,CFB276,4,13 ,13 ,3 
6945285410097,爱护婴儿抑菌洗衣液,500ml/袋,CF6-009,5,7 ,7 ,12 
6945285410103,爱护婴儿多效洗衣液,1.5L/瓶,CF6-010,4,2 ,2 ,1 
6945285410202,爱护婴儿手口湿纸巾/带盖,80片/包,CF6-020,15,12 ,12 ,3 
6945285410332,爱护防晒乳,60g/个,CF6-033,6,8 ,8 ,1 
6900000104422,好娃娃实色大号浴盆/蓝色,1/个,102-1,5,6 ,6 ,3 
8809130167544,丹碧宝婴童牙膏/草莓味/6颗牙以前,40ml/支,DB7544,5,6 ,6 ,1 
8809130167315,丹碧宝婴童牙膏草莓味/12颗牙,75g/支,DB7315,5,2 ,2 ,1 
6948925921151,黄色小鸭PP握把吸管标准奶瓶,140ml/个,330115,5,2 ,2 ,0 
6948925920598,黄色小鸭学习型奶瓶握把/标准口径,1/个,330059,4,1 ,1 ,1 
4713627833529,黄色小鸭弹跳保温/保冷水壶,420cc/个,830352,4,4 ,4 ,4 
4713627830986,黄色小鸭幼儿牙刷,1/把,830098,8,7 ,7 ,1 
4713627831853,黄色小鸭双色浴盆/黄色,1/个,830185Y,3,3 ,3 ,1 
6900050941299,黄色小鸭双色浴盆/白色,1/个,830185W,3,0 ,0 ,1 
6901294176263,六神宝宝汉草去痱精露,100ml/瓶,,6,10 ,10 ,2 
6901294176348,六神宝宝舒痱沐浴露,200ml/瓶,,6,7 ,7 ,1 
6901294176904,六神宝宝汉草型驱蚊花露水,160ml/瓶,,6,8 ,8 ,6 
886074230013,comotomo宽口流量3奶嘴/6月以上,2个/卡,NT3-CN,4,2 ,2 ,0 
8809279351637,phyllPES组合奶瓶Y字孔,260ml/个,PH1637,4,1 ,1 ,1 
8809279350906,phyll柔软奶嘴4阶段,2/个,,4,7 ,7 ,3 
8809279351422,phyll PES组合2奶瓶,260ml/个,PH1422,,1 ,1 ,2 
8809279351446,phyll PES组合4奶瓶,260ml/个,PH1446,,5 ,5 ,2 
8426420801225,苏维妮仿生型硅胶安抚奶嘴4,1/个,3801225,,1 ,1 ,1 
8426420304016,苏维妮圆头剪,1/个,3304014,,2 ,2 ,1 
8426420007023,苏维妮蜜糖甜心安抚奶嘴0-6,1/个,3158768,,5 ,5 ,2 
8426420007764,苏维妮蜜糖甜心二段冷却磨牙器,1/个,3162897,,0 ,0 ,2 
8426420007702,苏维妮全硅胶Q弹餐勺,1/个,3162122,,1 ,1 ,2 
6954899800019,藤之木皇室经典系列襟蛤6-12月浅灰,1/件,PA661-122F073,,1 ,1 ,0 
6954899800200,藤之木皇室经典系列拆裤6-12月浅灰,1/条,PA993-122F073,,0 ,0 ,1 
6954899807971,藤之木竹纤维纱布翼蛤3-6月米白,1/件,PA666-144M059,,1 ,1 ,1 
6933135334587,童泰熊仔定型枕,1/个,3009,,0 ,0 ,6 
6933135328586,童泰纱布喂奶巾22*22CM,3片/包,W10,,9 ,9 ,6 
6933135328395,童泰毛圈喂奶巾,4片/包,W08,,10 ,10 ,1 
6933135332064,童泰花边大围口水巾,1/个,0017,,2 ,2 ,2 
6954188210505,亨艺开阳放侧漏防水尿裤L/6月以上,1/条,KY-50,,0 ,0 ,4 
6954188210482,亨艺开阳防侧漏防水尿裤S(0-3个月),1/条,KY-48,,4 ,4 ,5 
6954188210499,亨艺开阳防侧漏防水尿裤M(3-6个月),1/条,KY-49,,0 ,0 ,5 
6954188210321,亨艺开阳单面加厚防水尿垫70*100cm,1/个,KY-32,,4 ,4 ,1 
6954188210680,亨艺开阳亨艺开阳兔耳围嘴,1/个,KY-68,10,22 ,22 ,9 
6954188210741,亨艺开阳三角头巾(对装)69*43*43cm,2个/包,KY-74,10,9 ,9 ,2 
6954188211236,亨艺开阳纯棉宝宝口罩10*14cm,2个/包,KY-123,10,16 ,16 ,4 
6930416203952,亨艺开阳食饭衫均码/蓝色,1/件,A201,5,4 ,4 ,1 
6954188210901,亨艺开阳简易防水罩衣/18-24月,1/件,A0120,,5 ,5 ,1 
6956445400032,良良婴幼儿护型保健枕/0-3岁加长/米咖,1/个,LLA01-2C,4,20 ,20 ,4 
6946677200159,良良苎麻保健袜/1~2岁,1/双,LLE02,10,15 ,15 ,2 
6946677200463,良良袜/1~2岁/秋冬袜,1/双,LLE09,10,4 ,4 ,1 
6946677202085,良良精纺竹纺袜/0-1岁,1/双,LLE05-1,10,9 ,9 ,1 
6946677202092,良良生态竹纺袜1-2岁,1/双,LLE16,10,10 ,10 ,5 
6946557505077,宝贝不哭高透气全纱布尿裤/XL,1/条,NK2401,5,3 ,3 ,20 
6946557505107,宝贝不哭方便全棉防水尿裤/L,1/条,NK2302,10,5 ,5 ,3 
6946557505916,宝贝不哭被式抱被,1/条,BB2001,,3 ,3 ,1 
6946557505992,宝贝不哭床围,1/套,CW2001,,2 ,2 ,1 
6946557505039,宝贝不哭专利纱布布尿布5片装,5片/包,NB2003,,0 ,0 ,0 
6946557505138,宝贝不哭纯棉印花粘扣尿裤L,1条/包,NK2303,,0 ,0 ,1 
6946557505169,宝贝不哭项圈全棉防水围嘴,1条/包,WZ2202,,3 ,3 ,2 
6946557505343,宝贝不哭竖版食饭衫M,1件/包,ZY2204,,2 ,2 ,1 
6946557505350,宝贝不哭竖版食饭衫L,1件/包,ZY2304,,1 ,1 ,1 
6946797805494,贝彤婴幼儿竹纤维小方巾/3条装,3条/包,cb0549-15zx,4,18 ,18 ,1 
6946797806897,睡王动物王国精梳棉长袖睡袋/长款,1/个,Cs0689-25yw,,1 ,1 ,0 
6946797801915,睡王小企鹅顶球球天鹅绒长袖睡袋,1/个,cy0191,,1 ,1 ,1 
6946797806507,睡王小鹿小鸡好伙伴珊瑚绒包巾/蓝色,1/个,CS0650-21bj,,2 ,2 ,2 
6946797806514,睡王小鹿小鸡好伙伴珊瑚绒包巾/粉色,1/个,CS0651-22bj,,1 ,1 ,2 
69435365902914,优安学步鞋/室内/XL白色/18-27月,1/双,ya9029-4,3,4 ,4 ,1 
6927830659151,尼多熊对装暖绒宝宝袜0-6个月▲,2双/包,A915-0,10,12 ,12 ,0 
6927830669150,尼多熊对装暖绒宝宝袜6-12个月▲,1/双,A915-1,10,8 ,8 ,2 
6927830679036,尼多熊冬款毛圈袜903-0/0-6个月,2双/包,A903-0,,10 ,10 ,0 
6927830679043,尼多熊冬款毛圈袜904-0/0-6个月,2双/包,A904-0,,8 ,8 ,3 
6900000108130,尼多熊秋款宝宝袜8005-2/1-3岁,2双/卡,A8005-2,,3 ,3 ,1 
6900000108215,尼多熊秋款宝宝袜8007-0/0-6月,1/双,A8007-0,,17 ,17 ,9 
6927830680070,尼多熊秋款宝宝袜防滑点胶8007-1/6-12月,1/双,A8007-1,,20 ,20 ,4 
6927830680049,尼多熊秋款宝宝袜8004-1/6-12月,1/双,A8004-1,,3 ,3 ,2 
6927830680124,尼多熊秋款宝宝袜8012-2/1-3岁,1/双,A8012-2,,5 ,5 ,2 
6927830690598,尼多熊冬款宝宝袜防滑点胶9059-1/6-12月,1/双,A9059-1,,19 ,19 ,6 
6900000108109,尼多熊冬款宝宝袜防滑点胶9059-2/1-3岁,1/双,A9059-2,,18 ,18 ,4 
6948650200958,旦旦娃小方巾,2/条,,,20 ,20 ,3 
6952703700630,贝亲防溢乳垫36片塑料袋装,36片/袋,QA27,5,1 ,1 ,1 
4971032950747,三洋剖腹产专用腹带L 89-110cm★,1/条,SY5008（95074）,4,0 ,0 ,0 
4971032950297,三洋产后专用加强型收腹带55-61cm/S★,1/条,95029,4,2 ,2 ,1 
6946109580439,六甲村健康元气舒适小可爱白色/M,1/件,60043,5,1 ,1 ,1 
6946109581009,六甲村吸奶器/简易型,1/个,60100,6,2 ,2 ,1 
6958227081453,六甲村新加强型束腹带粉红L,1/条,60145,3,0 ,0 ,7 
6938061800069,十月天使丝柔手足霜,80g/支,10013,6,6 ,6 ,2 
6938061801011,十月天使防脱营养洗发乳,200g/瓶,10055,6,4 ,4 ,1 
6938061801196,十月天使清爽柔顺洗发乳,200g/瓶,10065,6,5 ,5 ,2 
6952413101079,十月天使海洋深层保湿面膜,30g*5+1片,10111,6,4 ,4 ,1 
6952413100478,十月天使深层保湿凝露,50g/瓶,10020,6,4 ,4 ,1 
6952413100584,十月天使深层保湿乳液,60g/瓶,10096,6,7 ,7 ,1 
6952413100188,十月天使精纯滋养柔肤水,150ml/瓶,10075,6,6 ,6 ,1 
6921517236130,康贝抱抱背带红色★,1/个,360002,2,2 ,2 ,4 
6941925645645,妈咪秘密格调模杯孕妇文胸80B,1/件,289023,4,2 ,2 ,2 
6941925645737,妈咪秘密格调前开无钢圈孕妇文胸80C,1/件,289024,4,5 ,5 ,1 
6947049706033,贝莱康产妇卫生巾S,10片/包,BLK-0603,6,7 ,7 ,2 
6928144242220,婷妃宽肩带条纹孕产文胸浅粉条/75B,1/件,A6053,4,0 ,0 ,1 
6928144242145,婷妃宽肩带条纹孕产文胸浅蓝条/75B,1/件,A6053,4,3 ,3 ,1 
6928144247294,婷妃透气全罩杯孕产文胸浅粉色/90B,1/件,TAW0915,4,2 ,2 ,1 
6951406906837,小白熊微电脑变频电动吸奶器,1/台,HL-0683,2,1 ,1 ,2 
6940657966639,好女人可调手动吸奶器,1/台,X-2103SB,4,0 ,0 ,2 
6940657933341,好女人便携式自动吸奶器,1/台,HNR/X-2108Z,2,2 ,2 ,0 
6953753200026,贝蓓乐好妈妈旅行袋/粉色,1/个,P5016,3,6 ,6 ,10 
6953753200019,贝蓓乐好妈妈旅行袋/蓝色,1/个,P5015,3,5 ,5 ,5 
6900000103043,抱抱熊四合一背带/灰色,1/个,909,4,3 ,3 ,3 
6900000103067,抱抱熊四合一背带/橙色,1/个,909,4,5 ,5 ,1 
6900050610232,抱抱熊四合一婴儿背带/咖啡色,1/个,904,4,0 ,0 ,2 
6900000111376,抱抱熊提篮胸围式学步带粉红色,1/个,600D,,6 ,6 ,5 
6954456001194,雅滋美特美润深层保湿水,120ml/瓶,,,4 ,4 ,3 
6910806869241,小龙哈彼便携式婴儿车7-36个月/蓝色,1/张,LD216EMK223,2,2 ,2 ,1 
6910806862464,小龙哈彼多功能全实木婴儿床,1/张,LMY288-H452,1,2 ,2 ,3 
6900000101452,硕士椰棕床垫M,1/张,,2,1 ,1 ,3 
6900000103517,硕士实木餐椅,1/张,SK-328-2,1,4 ,4 ,1 
6900091210156,硕士彩色木餐椅/塑料餐盘,1/张,SK328-2A,1,4 ,4 ,1 
6930987400071,好娃娃音乐娱乐健身车,1/张,158-13-1,1,1 ,1 ,5 
6930987400996,好娃娃闪光新方向盘扭扭车,1/张,158-16-3,1,2 ,2 ,4 
6934660565309,妈咪宝贝瞬吸干爽纸尿裤NB30,30片/包,,6,3 ,3 ,3 
6934660562162,妈咪宝贝瞬吸干爽纸尿裤男M162,162片/箱,,5,0 ,0 ,7 
6934660577159,妈咪宝贝淘淘宝贝裤男XL15,15片/包,,6,10 ,10 ,9 
6934660578156,妈咪宝贝淘淘宝贝裤女XL15,15片/包,,6,8 ,8 ,26 
8801166372114,好奇环抱式纸尿裤M72★,72片/包,4692,6,42 ,42 ,20 
8801166372121,好奇环抱式纸尿裤L60★,60片/包,4693,6,35 ,35 ,43 
8801166372831,好奇环抱式纸尿裤XL50,50片/包,4694,6,27 ,27 ,41 
6923589446370,好奇贴身舒适纸尿裤M128,128片/箱,,6,1 ,1 ,14 
6923589446387,好奇贴身舒适纸尿裤L104,104片/箱,4686-3,6,10 ,10 ,33 
6923589446394,好奇贴身舒适纸尿裤XL84,84片/箱,,6,10 ,10 ,9 
6923589447940,好奇干爽舒适纸尿裤XL52,52片/包,4792,6,5 ,5 ,11 
6923589447834,好奇干爽舒适箱装L100,100片/箱,,,3 ,3 ,13 
4902011747614,大王维生素E纸尿裤XL,42片/包,,6,20 ,20 ,51 
4902011747720,大王维生素E纸尿裤L68★,68片/包,,6,22 ,22 ,77 
4902011747713,大王维生素E纸尿裤M82★,82片/包,,3,87 ,87 ,106 
4902011747652,大王日本同步短裤式纸尿裤XL男,36片/包,,3,3 ,3 ,1 
6903148135921,帮宝适特级棉柔系列彩箱装M112,112片/箱,,4,16 ,16 ,3 
6903148158241,帮宝适超薄干爽系列大彩箱装L112★,112片/箱,,5,10 ,10 ,38 
6903148158258,帮宝适超薄干爽系列大彩箱装XL88,88片/箱,,5,19 ,19 ,36 
6903148167922,帮宝适特级棉柔系列超大包装S102,102片/包,,5,10 ,10 ,13 
4901301230843,花王纸尿裤/日本/M64,64片/包,,30,251 ,251 ,142 
4901301230812,花王纸尿裤/日本/S82★,82片/包,,30,219 ,219 ,219 
4901301230881,花王纸尿裤/日本/L54,54片/包,,30,281 ,281 ,591 
4901301230638,花王拉拉裤/日本/L44,44片/包,,18,33 ,33 ,44 
4901301230676,花王拉拉裤/日本/XL38★,38片/包,,18,27 ,27 ,77 
6941326200245,雀氏超薄透气婴儿纸尿片XL24,24片/包,,6,1 ,1 ,5 
3760179010602,葆艾金装婴幼儿纸尿裤S42,42片/包,,6,4 ,4 ,0 
6938457986230,爹地宝贝双柔BB裤中包XL22,22片/包,,,8 ,8 ,0 
6949602300375,贝舒乐柔韧抗拉系列L44,44片/包,,9,9 ,9 ,2 
6939485081782,吉氏超级薄干爽婴儿纸尿片L50,50片/包,B223,6,13 ,13 ,0 
6926374512816,茵茵超柔干爽系列纸尿裤XL,28片/包,2816,10,5 ,5 ,4 
6926374514308,茵茵丝薄呵护尿片L32,32片/包,y38332,6,40 ,40 ,0 
6941553900338,阳春纯羊奶利乐枕,12袋/提,,3,6 ,6 ,9 
6904591590121,贝因美铁锌钙营养米粉6-18月,225g/盒,A01-01-02,10,8 ,8 ,5 
6904591001177,贝因美乳清蛋白营养米粉6-18个月,225g/盒,爱+,10,4 ,4 ,1 
6904591002693,贝因美什锦水果营养米粉6-18月,225g/盒,爱+,10,2 ,2 ,2 
6904591005359,贝因美宝宝原味营养肉酥,115g/桶,,10,3 ,3 ,8 
4897030241147,优臣婴幼儿牛肉番茄营养米粉,300g/桶,,6,9 ,9 ,1 
4006303905109,特福芬有机牛奶苹果香草燕麦粉/6月以上,200g/盒,62905,10,9 ,9 ,5 
4006303903105,特福芬有机牛奶香草米粉/4月以上,200g/盒,62903,10,14 ,14 ,19 
4006303900104,特福芬有机纯糙米粉/4月以上,175g/盒,62900,8,14 ,14 ,11 
4006303904102,特福芬粗麦粉/牛奶/香蕉/苹果/橙子/6月以上,200g/盒,62904,8,4 ,4 ,1 
6917878002453,雀巢蔬菜米粉/6月以上,225g/盒,A01-02-02,10,17 ,17 ,0 
6917878014326,雀巢鱼肉蔬菜米粉/6月以上,225g/盒,A01-02-02,10,15 ,15 ,7 
6917878002460,雀巢蜂蜜麦粉/8月以上,225g/盒,A01-02-02,10,12 ,12 ,6 
6904209020514,雀巢营养米粉/4月以上★,200g/袋,A01-02-02,10,0 ,0 ,23 
6917878036946,雀巢钙铁锌营养米粉,225g/盒,,,13 ,13 ,1 
6917878031019,嘉宝菠菜营养米粉2阶段,225g/桶,,6,1 ,1 ,18 
6917878031057,嘉宝胡萝卜营养米粉1阶段,225g/桶,,6,2 ,2 ,14 
6917878031071,嘉宝纯营养米粉1阶段★,225g/桶,,6,14 ,14 ,10 
6917878031033,嘉宝缤纷水果营养米粉2阶段,225g/桶,,6,15 ,15 ,29 
5900452078013,嘉宝西梅泥1段,80g/瓶,,12,19 ,19 ,6 
